"PERIODO","ESTU_TIPODOCUMENTO","ESTU_CONSECUTIVO","COLE_AREA_UBICACION","COLE_BILINGUE","COLE_CARACTER","COLE_COD_DANE_ESTABLECIMIENTO","COLE_DEPTO_UBICACION","COLE_GENERO","COLE_JORNADA","COLE_NATURALEZA","ESTU_GENERO","FAMI_CUARTOSHOGAR","FAMI_EDUCACIONMADRE","FAMI_EDUCACIONPADRE","FAMI_ESTRATOVIVIENDA","FAMI_PERSONASHOGAR","FAMI_TIENEAUTOMOVIL","FAMI_TIENECOMPUTADOR","FAMI_TIENEINTERNET","FAMI_TIENELAVADORA","PUNT_INGLES","PUNT_MATEMATICAS","PUNT_SOCIALES_CIUDADANAS","PUNT_C_NATURALES","PUNT_LECTURA_CRITICA","PUNT_GLOBAL"
"20211","CC","SB11202110002378","URBANO","S","ACADÉMICO","311001087288","BOGOTÁ","MIXTO","COMPLETA","NO OFICIAL","F","Tres","Educación profesional completa","Educación profesional completa","Estrato 6","3 a 4","Si","Si","Si","Si","80","57","51","51","60","283"
"20211","TI","SB11202110029207","URBANO",,"ACADÉMICO","376001029878","VALLE","MIXTO","COMPLETA","NO OFICIAL","M","Cuatro","No sabe","No sabe","Estrato 3","5 a 6","Si","Si","Si","Si","47","56","41","55","48","249"
"20211","CE","SB11202110013494","URBANO",,"ACADÉMICO","305001021163","ANTIOQUIA","MIXTO","COMPLETA","NO OFICIAL","M","Cuatro","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","Estrato 4","3 a 4","Si","Si","Si","Si","80","49","56","49","49","265"
"20211","TI","SB11202110023354","URBANO","N","ACADÉMICO","376001013157","VALLE","MASCULINO","COMPLETA","NO OFICIAL","M","Cuatro",,,,"5 a 6","Si","Si",,"Si","70","71","58","54","57","304"
"20211","TI","SB11202110023786","URBANO","N","ACADÉMICO","376111000271","VALLE","MIXTO","MAÑANA","NO OFICIAL","F","Dos","Postgrado","Postgrado","Estrato 5","1 a 2","Si","Si","Si","Si","62","44","40","51","47","234"
"20211","TI","SB11202110012364","URBANO","N","TÉCNICO","376001002066","VALLE","MIXTO","COMPLETA","NO OFICIAL","F","Dos","Educación profesional completa","Educación profesional completa","Estrato 5","3 a 4","Si","Si","Si","Si","68","68","63","58","60","313"
"20211","TI","SB11202110002343","URBANO","S","ACADÉMICO","311769004292","BOGOTÁ","MIXTO","COMPLETA","NO OFICIAL","F","Dos","Técnica o tecnológica completa","Educación profesional completa","Estrato 5","3 a 4","Si","Si","Si","Si","80","69","70","68","67","347"
"20211","TI","SB11202110031621","URBANO","N","ACADÉMICO","311001010820","BOGOTÁ","MIXTO","COMPLETA","NO OFICIAL","F","Tres","Postgrado","No sabe","Estrato 6","3 a 4","Si","Si","Si","Si","82","75","64","71","69","353"
"20211","TI","SB11202110004114","URBANO","S","ACADÉMICO","313001003931","BOLIVAR","MIXTO","COMPLETA","NO OFICIAL","M","Cuatro","Educación profesional completa","Educación profesional completa","Estrato 6","5 a 6","Si","Si","Si","Si","83","76","68","61","63","341"
"20211","TI","SB11202110010065","URBANO","N","TÉCNICO","376001005596","VALLE","FEMENINO","COMPLETA","NO OFICIAL","F","Tres","Técnica o tecnológica incompleta","Secundaria (Bachillerato) completa","Estrato 2","5 a 6","Si","Si","Si","Si","53","60","51","62","53","281"
"20211","TI","SB11202110021059","URBANO",,"ACADÉMICO","425799000637","CUNDINAMARCA","MIXTO","MAÑANA","NO OFICIAL","M","Tres","Educación profesional completa","Educación profesional completa","Estrato 3","3 a 4","Si","Si","Si","Si","65","68","62","65","58","317"
"20211","TI","SB11202110005605","URBANO","N","ACADÉMICO","352001001519","NARIÑO","MIXTO","MAÑANA","NO OFICIAL","M","Dos","No sabe","No sabe","Estrato 5","3 a 4","Si","Si","Si","Si","68","60","66","58","67","316"
"20211","TI","SB11202110002945","URBANO",,"TÉCNICO","376001042165","VALLE","MIXTO","COMPLETA","NO OFICIAL","M","Tres","Técnica o tecnológica completa","Secundaria (Bachillerato) incompleta","Estrato 2","3 a 4","Si","No","Si","Si","26","54","50","50","28","220"
"20211","TI","SB11202110015491","RURAL","N","ACADÉMICO","425175000756","CUNDINAMARCA","MIXTO","COMPLETA","NO OFICIAL","M","Dos","Secundaria (Bachillerato) completa","Educación profesional completa","Estrato 3","1 a 2","Si","Si","Si","Si","65","57","61","49","62","289"
"20211","CC","SB11202110005578","URBANO","S","ACADÉMICO","311848000278","BOGOTÁ","MIXTO","COMPLETA","NO OFICIAL","F","Tres","Secundaria (Bachillerato) completa","Educación profesional completa","Estrato 5","3 a 4","Si","Si","Si","Si","83","76","70","70","69","361"
"20211","TI","SB11202110027819","URBANO","N","ACADÉMICO","311001010820","BOGOTÁ","MIXTO","COMPLETA","NO OFICIAL","F","Tres","Postgrado","Postgrado","Estrato 4","3 a 4","Si","Si","Si","Si","76","73","68","61","60","332"
"20211","TI","SB11202110027807","URBANO",,"TÉCNICO","376001020391","VALLE","MIXTO","MAÑANA","NO OFICIAL","M","Dos","Secundaria (Bachillerato) completa","Educación profesional incompleta","Estrato 2","3 a 4","No","Si","Si","Si","57","56","42","46","52","248"
"20211","TI","SB11202110006095","URBANO","N","ACADÉMICO","376001002350","VALLE","MIXTO","COMPLETA","NO OFICIAL","M","Tres","Secundaria (Bachillerato) completa","Educación profesional incompleta","Estrato 4","5 a 6","Si","Si","Si","Si","55","61","44","55","47","260"
"20211","TI","SB11202110003594","RURAL",,,"308573800031","ATLANTICO","MIXTO","UNICA","NO OFICIAL","M","Cuatro","Educación profesional completa","Educación profesional completa","Sin Estrato","5 a 6","Si","Si","Si","Si","74","61","51","58","54","287"
"20211","TI","SB11202110005359","URBANO","N","ACADÉMICO","352001001519","NARIÑO","MIXTO","MAÑANA","NO OFICIAL","F","Tres","Educación profesional completa","Educación profesional completa","Estrato 5","3 a 4","No","Si","Si","Si","59","63","50","47","54","270"
"20211","TI","SB11202110009611","URBANO","S","ACADÉMICO","311001042667","BOGOTÁ","MIXTO","COMPLETA","NO OFICIAL","M","Cuatro","Educación profesional completa","Educación profesional completa","Estrato 5","3 a 4","Si","Si","Si","Si","80","71","61","67","65","335"
"20211","CC","SB11202110065078","URBANO",,,"311001110417","BOGOTÁ","MIXTO","SABATINA","NO OFICIAL","M","Dos","Primaria incompleta","Secundaria (Bachillerato) incompleta","Estrato 1","1 a 2","No","Si","Si","Si","33","25","38","36","48","182"
"20211","TI","SB11202110002214","URBANO","N","ACADÉMICO","352001000903","NARIÑO","MIXTO","COMPLETA","NO OFICIAL","F","Tres","Postgrado","Técnica o tecnológica completa","Estrato 4","3 a 4","Si","Si","Si","Si","71","56","50","56","59","282"
"20211","TI","SB11202110000393","RURAL","N","ACADÉMICO","411769000101","BOGOTÁ","MASCULINO","COMPLETA","NO OFICIAL","F","Dos","Educación profesional completa","Educación profesional completa","Estrato 4","3 a 4","Si","Si","Si","Si","75","67","66","61","71","335"
"20211","TI","SB11202110003059","URBANO",,"TÉCNICO","376001042165","VALLE","MIXTO","COMPLETA","NO OFICIAL","M","Cuatro","Secundaria (Bachillerato) completa","Educación profesional incompleta","Estrato 3","3 a 4","Si","Si","Si","Si","70","56","41","52","55","262"
"20211","TI","SB11202110015381","URBANO","N","ACADÉMICO","376520000143","VALLE","FEMENINO","MAÑANA","NO OFICIAL","F",,"Secundaria (Bachillerato) incompleta","Postgrado","Estrato 4",,,,"Si",,"64","62","56","65","62","307"
"20211","TI","SB11202110030227","URBANO","N","ACADÉMICO","376001009168","VALLE","MIXTO","COMPLETA","NO OFICIAL","M",,,,,,,,,,"66","60","50","58","64","293"
"20211","TI","SB11202110002629","URBANO","S","ACADÉMICO","376001001221","VALLE","MIXTO","COMPLETA","NO OFICIAL","M","Dos","Educación profesional completa","Postgrado","Estrato 5","3 a 4","Si","Si","Si","Si","78","63","58","54","59","300"
"20211","TI","SB11202110011196","URBANO","N","ACADÉMICO","376001001566","VALLE","MIXTO","COMPLETA","NO OFICIAL","M","Tres","Técnica o tecnológica completa","Postgrado","Estrato 4","3 a 4","Si","Si","Si","Si","62","54","54","48","52","264"
"20211","TI","SB11202110025290","URBANO","N","TÉCNICO","376111000263","VALLE","MIXTO","COMPLETA","NO OFICIAL","F","Dos","Educación profesional completa","Técnica o tecnológica completa","Estrato 2","3 a 4","No","Si","Si","No","66","78","57","57","67","324"
"20211","CC","SB11202110005253","URBANO","S","ACADÉMICO","311848000278","BOGOTÁ","MIXTO","COMPLETA","NO OFICIAL","M","Tres","Educación profesional completa","Secundaria (Bachillerato) incompleta","Estrato 5","3 a 4","No","Si","Si","Si","100","76","73","76","75","385"
"20211","TI","SB11202110033802","URBANO",,"ACADÉMICO","376001041761","VALLE","MIXTO","MAÑANA","NO OFICIAL","M","Cuatro","Secundaria (Bachillerato) completa","Técnica o tecnológica incompleta","Estrato 4","3 a 4","No","Si","Si","Si","82","55","63","64","67","319"
"20211","CC","SB11202110016495","URBANO",,"ACADÉMICO","476001029953","VALLE","MIXTO","COMPLETA","NO OFICIAL","M","Tres","Educación profesional completa","No sabe","Estrato 5","3 a 4","Si","Si","Si","Si","72","46","36","56","53","248"
"20211","TI","SB11202110035574","URBANO","N","TÉCNICO","376892000026","VALLE","MIXTO","UNICA","NO OFICIAL","F","Dos","Educación profesional incompleta","Educación profesional incompleta","Estrato 3","1 a 2","No","Si","Si","Si","37","44","46","41","56","230"
"20211","CC","SB11202110009009","URBANO","S","ACADÉMICO","311001042667","BOGOTÁ","MIXTO","COMPLETA","NO OFICIAL","M","Dos","Postgrado","Postgrado","Estrato 6","1 a 2","Si","Si","Si","Si","79","73","63","57","58","320"
"20211","TI","SB11202110022861","URBANO","N","TÉCNICO/ACADÉMICO","376001000314","VALLE","MIXTO","MAÑANA","NO OFICIAL","M","Tres","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","Estrato 3","3 a 4","No","Si","Si","No","65","61","58","58","56","294"
"20211","CC","SB11202110001919","URBANO","N","ACADÉMICO","311848000341","BOGOTÁ","MASCULINO","COMPLETA","NO OFICIAL","M","Tres","Educación profesional completa","Postgrado","Estrato 6","3 a 4","Si","Si","Si","Si","86","71","71","72","75","367"
"20211","TI","SB11202110008927","URBANO","N","TÉCNICO","376001016806","VALLE","MIXTO","COMPLETA","NO OFICIAL","M","Dos","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","Estrato 3","7 a 8","No","Si","Si","Si","55","50","51","49","52","254"
"20211","TI","SB11202110006567","URBANO","N","ACADÉMICO","376001001523","VALLE","FEMENINO","COMPLETA","NO OFICIAL","F","Dos","Educación profesional completa","Educación profesional completa","Estrato 4","3 a 4","Si","Si","Si","Si","74","65","69","61","60","323"
"20211","TI","SB11202110014408","RURAL","N","ACADÉMICO","376892015252","VALLE","MIXTO","COMPLETA","NO OFICIAL","F","Tres","Técnica o tecnológica incompleta","Secundaria (Bachillerato) incompleta","Estrato 2","3 a 4","Si","Si","Si","Si","56","61","63","51","53","285"
"20211","TI","SB11202110037942","URBANO","N","ACADÉMICO","376001033859","VALLE","MIXTO","COMPLETA","NO OFICIAL","F","Tres","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","Estrato 2","3 a 4","Si","Si","Si","Si","44","54","46","42","54","243"
"20211","TI","SB11202110005658","URBANO",,"ACADÉMICO","305001019681","ANTIOQUIA","MIXTO","COMPLETA","NO OFICIAL","M","Tres","Educación profesional completa","Postgrado","Estrato 6","3 a 4","Si","Si","Si","Si","80","76","62","65","64","339"
"20211","TI","SB11202110001392","URBANO","N","TÉCNICO/ACADÉMICO","352001004658","NARIÑO","MIXTO","MAÑANA","NO OFICIAL","F","Dos","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","Estrato 2","3 a 4","No","Si","Si","Si","58","44","39","53","49","236"
"20211","CC","SB11202110065460","URBANO",,,"311001110697","BOGOTÁ","MIXTO","SABATINA","NO OFICIAL","M","Dos","Secundaria (Bachillerato) incompleta","Educación profesional completa","Estrato 2","1 a 2","No","No","No","No","43","48","39","42","40","212"
"20211","TI","SB11202110015928","URBANO","S","ACADÉMICO","376001016334","VALLE","MIXTO","COMPLETA","NO OFICIAL","M","Dos","Educación profesional incompleta","Postgrado","Estrato 4","3 a 4","Si","Si","Si","Si","65","60","46","51","63","279"
"20211","TI","SB11202110018084","URBANO","N","ACADÉMICO","311848002823","BOGOTÁ","MIXTO","COMPLETA","NO OFICIAL","F","Tres","Secundaria (Bachillerato) completa","Postgrado","Estrato 6","1 a 2","Si","Si","Si","Si","71","51","48","53","58","270"
"20211","TI","SB11202110011945","URBANO","N","ACADÉMICO","376001000519","VALLE","FEMENINO","COMPLETA","NO OFICIAL","F","Dos","Postgrado","Técnica o tecnológica completa","Estrato 3","3 a 4","Si","Si","Si","Si","80","67","67","63","71","340"
"20211","TI","SB11202110004389","RURAL","N","ACADÉMICO","311001047863","CUNDINAMARCA","MIXTO","COMPLETA","NO OFICIAL","M","Tres","Postgrado","Postgrado","Estrato 4","3 a 4","Si","Si","Si","Si","81","75","70","76","71","368"
"20211","TI","SB11202110037697","RURAL","N","ACADÉMICO","311001046816","CUNDINAMARCA","MIXTO","COMPLETA","NO OFICIAL","F","Tres","Técnica o tecnológica completa","Técnica o tecnológica completa","Estrato 4","3 a 4","Si","Si","Si","Si","69","52","49","56","52","268"
"20211","TI","SB11202110012408","URBANO","N","ACADÉMICO","319001000451","CAUCA","MIXTO","MAÑANA","NO OFICIAL","M","Cinco","Primaria incompleta","Primaria incompleta","Estrato 1","9 o más","No","Si","Si","No","50","47","33","44","41","210"
"20211","TI","SB11202110012189","URBANO","N","ACADÉMICO","376364001835","VALLE","MIXTO","COMPLETA","NO OFICIAL","M","Dos","Secundaria (Bachillerato) completa","Educación profesional incompleta","Estrato 4","3 a 4","No","Si","Si","Si","70","62","66","59","64","317"
"20211","TI","SB11202110065485","URBANO","N","ACADÉMICO","311001091838","BOGOTÁ","MIXTO","MAÑANA","NO OFICIAL","F",,,,,,,,,,"38","41","42","36","42","200"
"20211","TI","SB11202110010166","URBANO","N","ACADÉMICO","319001000396","CAUCA","FEMENINO","MAÑANA","NO OFICIAL","M","Tres","Postgrado","Postgrado","Estrato 4","3 a 4","Si","Si","Si","Si","50","61","47","52","42","252"
"20211","TI","SB11202110064031","URBANO",,,"366001007470","RISARALDA","MIXTO","NOCHE","NO OFICIAL","F","Tres","Secundaria (Bachillerato) incompleta","Técnica o tecnológica completa","Estrato 2","3 a 4","Si","Si","Si","Si","57","54","57","58","69","297"
"20211","CC","SB11202110064565","URBANO","N","ACADÉMICO","311001105057","BOGOTÁ","MIXTO","MAÑANA","NO OFICIAL","M","Uno","Primaria completa","Primaria incompleta","Estrato 2","3 a 4","No","No","Si","Si","51","44","52","45","56","247"
"20211","TI","SB11202110023568","URBANO","N","ACADÉMICO","376001000128","VALLE","MIXTO","MAÑANA","NO OFICIAL","F","Seis o mas","Secundaria (Bachillerato) incompleta","Técnica o tecnológica completa","Estrato 3","5 a 6","Si","Si","Si","Si","63","54","46","49","61","267"
"20211","TI","SB11202110008697","URBANO","S","ACADÉMICO","308001073952","ATLANTICO","MIXTO","COMPLETA","NO OFICIAL","F","Cuatro","Postgrado","Postgrado","Estrato 5","3 a 4","Si","Si","Si","Si","85","100","75","72","76","405"
"20211","TI","SB11202110036120","URBANO","S","ACADÉMICO","308001007615","ATLANTICO","MIXTO","COMPLETA","NO OFICIAL","M","Cuatro","Educación profesional completa","Postgrado","Estrato 4","5 a 6","Si","Si","Si","Si","67","66","64","65","62","322"
"20211","TI","SB11202110001383","URBANO","N","ACADÉMICO","352001000903","NARIÑO","MIXTO","COMPLETA","NO OFICIAL","F","Cuatro","Educación profesional completa","Educación profesional completa","Estrato 6","3 a 4","Si","Si","Si","Si","61","43","45","50","47","237"
"20211","TI","SB11202110003770","URBANO","S","ACADÉMICO","368276000478","SANTANDER","MIXTO","COMPLETA","NO OFICIAL","M","Tres","Educación profesional completa","Postgrado","Estrato 5","3 a 4","Si","Si","Si","Si","81","73","57","56","61","316"
"20211","TI","SB11202110065479","URBANO","N","ACADÉMICO","311265001012","BOGOTÁ","MIXTO","MAÑANA","NO OFICIAL","F","Tres","Educación profesional completa","Técnica o tecnológica completa","Estrato 3","3 a 4","No","Si","Si","Si","56","48","39","47","51","235"
"20211","TI","SB11202110000447","URBANO","S","TÉCNICO/ACADÉMICO","311001019568","BOGOTÁ","MIXTO","COMPLETA","NO OFICIAL","M","Tres","No sabe","Educación profesional completa","Estrato 4","3 a 4","Si","Si","Si","Si","79","54","68","59","73","323"
"20211","TI","SB11202110063886","RURAL","N","ACADÉMICO","294343000034","GUAINIA","MIXTO","MAÑANA","OFICIAL","F","Cuatro","Ninguno","Ninguno","Estrato 2","3 a 4","No","No","Si","No","29","32","18","36","39","155"
"20211","TI","SB11202110003991","URBANO","N","ACADÉMICO","376001011936","VALLE","MIXTO","COMPLETA","NO OFICIAL","F","Tres","Secundaria (Bachillerato) completa","Educación profesional incompleta","Estrato 4","3 a 4","Si","Si","Si","Si","56","50","51","42","52","247"
"20211","TI","SB11202110007693","URBANO","N","ACADÉMICO","376001001868","VALLE","MIXTO","COMPLETA","NO OFICIAL","M","Cuatro","Postgrado","Educación profesional completa","Estrato 4","5 a 6","Si","Si","Si","Si","69","41","35","40","42","209"
"20211","TI","SB11202110002538","URBANO","S","ACADÉMICO","308001101153","ATLANTICO","MIXTO","COMPLETA","NO OFICIAL","F","Dos","Postgrado","Educación profesional completa","Estrato 5","3 a 4","Si","Si","Si","Si","100","80","78","75","100","423"
"20211","TI","SB11202110006443","URBANO","N","ACADÉMICO","352001001519","NARIÑO","MIXTO","MAÑANA","NO OFICIAL","M","Tres","Postgrado","No sabe","Estrato 4","3 a 4","Si","Si","Si","Si","75","68","72","66","76","354"
"20211","TI","SB11202110007354","URBANO","S","ACADÉMICO","311769000165","BOGOTÁ","MIXTO","COMPLETA","NO OFICIAL","M","Tres","Educación profesional completa","Postgrado","Estrato 5","3 a 4","Si","Si","Si","Si","77","72","72","68","72","357"
"20211","TI","SB11202110040424","URBANO","N","ACADÉMICO","376001000861","VALLE","MIXTO","COMPLETA","NO OFICIAL","M","Tres","Técnica o tecnológica completa","Educación profesional completa","Estrato 5","3 a 4","Si","Si","Si","Si","70","65","48","55","65","296"
"20211","TI","SB11202110003538","URBANO","S","ACADÉMICO","311001042667","BOGOTÁ","MIXTO","COMPLETA","NO OFICIAL","F","Dos","Postgrado","Postgrado","Estrato 3","3 a 4","Si","Si","Si","Si","75","55","50","59","50","276"
"20211","TI","SB11202110010029","URBANO","S","ACADÉMICO","323001005778","CORDOBA","MIXTO","COMPLETA","NO OFICIAL","F","Tres","Educación profesional incompleta","Secundaria (Bachillerato) completa","Estrato 5","3 a 4","Si","Si","Si","Si","87","78","73","77","100","412"
"20211","TI","SB11202110007475","RURAL","S","ACADÉMICO","376001002279","VALLE","MIXTO","COMPLETA","NO OFICIAL","F","Cuatro","Postgrado","Postgrado","Estrato 6","5 a 6","Si","Si","Si","Si","88","81","71","76","69","377"
"20211","CC","SB11202110065068","URBANO","N","ACADÉMICO","318001003791","CAQUETA","MIXTO","NOCHE","NO OFICIAL","M","Uno","Secundaria (Bachillerato) incompleta","Secundaria (Bachillerato) completa","Estrato 1","1 a 2","No","No","No","No","50","45","47","46","61","249"
"20211","TI","SB11202110033076","RURAL","N","ACADÉMICO","425214000203","CUNDINAMARCA","MIXTO","COMPLETA","NO OFICIAL","M","Tres","Educación profesional completa","Educación profesional completa","Estrato 4","3 a 4","Si","Si","Si","Si","77","68","59","64","75","337"
"20211","TI","SB11202110011203","URBANO","N","ACADÉMICO","376001009176","VALLE","MIXTO","COMPLETA","NO OFICIAL","M","Tres","Postgrado","Postgrado","Estrato 5","3 a 4","Si","Si","Si","Si","83","69","76","73","70","364"
"20211","TI","SB11202110036913","URBANO","N","TÉCNICO","376001000900","VALLE","MIXTO","MAÑANA","NO OFICIAL","F","Dos","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","Estrato 3","3 a 4","Si","Si","Si","Si","46","39","35","41","46","203"
"20211","TI","SB11202110007513","URBANO","S","ACADÉMICO","376001001639","VALLE","MIXTO","COMPLETA","NO OFICIAL","F","Tres","Educación profesional completa","Educación profesional completa","Estrato 5","3 a 4","Si","Si","Si","Si","70","62","48","49","51","269"
"20211","TI","SB11202110008594","RURAL","N","ACADÉMICO","313836000623","BOLIVAR","MIXTO","COMPLETA","NO OFICIAL","M","Tres","Secundaria (Bachillerato) completa","No sabe","Estrato 3","3 a 4","Si","Si","Si","Si","87","72","73","72","75","370"
"20211","TI","SB11202110009601","URBANO","N","TÉCNICO","376001028219","VALLE","MIXTO","MAÑANA","NO OFICIAL","F","Dos","Educación profesional completa","Técnica o tecnológica completa","Estrato 3","3 a 4","Si","Si","Si","Si","77","69","71","71","68","352"
"20211","CC","SB11202110014384","RURAL","N","TÉCNICO/ACADÉMICO","252411000612","NARIÑO","MIXTO","MAÑANA","OFICIAL","M","Tres","Primaria completa","Primaria completa","Estrato 1","5 a 6","No","No","No","No","50","57","54","56","66","288"
"20211","CC","SB11202110002469","URBANO","S","ACADÉMICO","376001001221","VALLE","MIXTO","COMPLETA","NO OFICIAL","M","Tres","Postgrado","Postgrado","Estrato 6","3 a 4","Si","Si","Si","Si","78","69","66","62","66","333"
"20211","TI","SB11202110001289","URBANO",,,"319001005240","CAUCA","MIXTO","MAÑANA","NO OFICIAL","M","Seis o mas",,,,"9 o más",,"Si",,,"30","55","39","43","54","232"
"20211","TI","SB11202110064166","URBANO","N",,"373001010485","TOLIMA","MIXTO","SABATINA","NO OFICIAL","M","Tres","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","Estrato 2","3 a 4","Si","Si","Si","Si","38","58","56","53","51","266"
"20211","TI","SB11202110006678","RURAL","S","ACADÉMICO","425175000969","CUNDINAMARCA","MIXTO","COMPLETA","NO OFICIAL","F","Cinco","Educación profesional completa","Educación profesional completa","Estrato 5","5 a 6","Si","Si","Si","Si","87","65","55","64","69","325"
"20211","TI","SB11202110064074","URBANO","N","ACADÉMICO","354001012211","NORTE SANTANDER","MIXTO","MAÑANA","NO OFICIAL","M","Cuatro","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","Estrato 2","5 a 6","Si","Si","Si","Si","33","46","46","44","55","233"
"20211","TI","SB11202110002501","URBANO","S","ACADÉMICO","308001101153","ATLANTICO","MIXTO","COMPLETA","NO OFICIAL","M","Tres","Educación profesional completa","Educación profesional completa","Estrato 4","3 a 4","Si","Si","Si","Si","73","56","46","41","60","262"
"20211","TI","SB11202110002860","URBANO",,"ACADÉMICO","308573074909","ATLANTICO","MIXTO","COMPLETA","NO OFICIAL","F","Dos","Postgrado","Postgrado","Estrato 5","3 a 4","Si","Si","Si","Si","88","79","79","70","75","383"
"20211","TI","SB11202110009665","RURAL","S","ACADÉMICO","366001004926","RISARALDA","MIXTO","COMPLETA","NO OFICIAL","F","Dos","Educación profesional completa","Educación profesional completa","Estrato 5","3 a 4","Si","Si","Si","No","81","59","61","58","62","308"
"20211","TI","SB11202110038690","URBANO","N","ACADÉMICO","376001003461","VALLE","MIXTO","MAÑANA","NO OFICIAL","M","Dos","Educación profesional completa","Educación profesional completa","Estrato 4","3 a 4","No","Si","Si","Si","55","59","57","53","60","285"
"20211","CC","SB11202110064521","URBANO",,,"352356001951","NARIÑO","MIXTO","SABATINA","NO OFICIAL","F","Dos","Primaria incompleta","Primaria incompleta","Estrato 1","5 a 6","No",,"Si",,"42","34","43","38","45","201"
"20211","TI","SB11202110011178","RURAL","N","ACADÉMICO","311001047294","CUNDINAMARCA","MIXTO","COMPLETA","NO OFICIAL","F","Dos","Educación profesional completa","Educación profesional completa","Estrato 3","3 a 4","No","Si","Si","Si","83","59","65","61","68","324"
"20211","TI","SB11202110009158","URBANO","N","TÉCNICO","319573000508","CAUCA","MIXTO","MAÑANA","NO OFICIAL","M","Tres","Secundaria (Bachillerato) completa","Educación profesional completa","Estrato 4","3 a 4","No","Si","Si","Si","41","46","38","43","42","211"
"20211","TI","SB11202110011175","URBANO","N","ACADÉMICO","376001000306","VALLE","MIXTO","COMPLETA","NO OFICIAL","M","Tres","Educación profesional completa","Educación profesional completa","Estrato 5","3 a 4","Si","Si","Si","Si","79","65","55","50","51","285"
"20211","CC","SB11202110006618","URBANO","N","TÉCNICO","376001012789","VALLE","MIXTO","MAÑANA","NO OFICIAL","F","Cuatro","Secundaria (Bachillerato) completa","No Aplica","Estrato 3","3 a 4",,,"Si",,"61","50","66","55","65","296"
"20211","TI","SB11202110003558","RURAL","N","ACADÉMICO","376001000721","VALLE","MIXTO","COMPLETA","NO OFICIAL","F","Tres","Educación profesional completa","Postgrado","Estrato 3","3 a 4","Si","Si","Si","Si","76","61","64","62","68","323"
"20211","TI","SB11202110013381","URBANO",,"ACADÉMICO","476001029953","VALLE","MIXTO","COMPLETA","NO OFICIAL","F","Cuatro","Postgrado","Postgrado","Estrato 6","5 a 6","Si","Si","Si","Si","86","69","73","67","77","363"
"20211","TI","SB11202110011529","RURAL","N","ACADÉMICO","311001047294","CUNDINAMARCA","MIXTO","COMPLETA","NO OFICIAL","F","Cinco","Postgrado","Educación profesional incompleta","Estrato 6","5 a 6","Si","Si","Si","Si","78","58","68","65","70","331"
"20211","TI","SB11202110002246","RURAL","S","ACADÉMICO","313836000348","BOLIVAR","FEMENINO","COMPLETA","NO OFICIAL","F","Cuatro","Postgrado","Educación profesional completa","Estrato 5","3 a 4","Si","Si","Si","Si","100","69","76","70","76","374"
"20211","TI","SB11202110004547","URBANO","N","ACADÉMICO","376520005781","VALLE","MIXTO","MAÑANA","NO OFICIAL","F","Tres","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","Estrato 2","3 a 4","Si","Si","Si","Si","56","52","50","53","56","265"
"20211","TI","SB11202110020462","URBANO","S","ACADÉMICO","311848000693","BOGOTÁ","MIXTO","COMPLETA","NO OFICIAL","F","Tres","Postgrado","Postgrado","Estrato 4","3 a 4","Si","Si","Si","Si","85","78","75","70","71","372"
"20211","CC","SB11202110064759","URBANO","N","ACADÉMICO","325175032424","CUNDINAMARCA","MIXTO","NOCHE","NO OFICIAL","M","Cuatro","Primaria completa","Secundaria (Bachillerato) completa","Estrato 3","7 a 8","No","Si","Si","Si","52","54","52","47","55","260"
"20211","TI","SB11202110064112","URBANO","N",,"373001010485","TOLIMA","MIXTO","SABATINA","NO OFICIAL","F","Dos","Secundaria (Bachillerato) incompleta","Secundaria (Bachillerato) completa","Estrato 2","1 a 2","No","Si","Si","Si","48","55","46","52","51","254"
"20211","TI","SB11202110009061","RURAL",,"ACADÉMICO","425126800020","CUNDINAMARCA","MIXTO","COMPLETA","NO OFICIAL","F","Cinco","Educación profesional completa","Postgrado","Estrato 5","3 a 4","Si","Si","Si","Si","84","64","64","62","71","333"
"20211","CC","SB11202110038963","URBANO","N","ACADÉMICO","311001010820","BOGOTÁ","MIXTO","COMPLETA","NO OFICIAL","F","Tres","Educación profesional completa","Educación profesional completa","Estrato 4","3 a 4","Si","Si","Si","Si","77","63","60","59","63","312"
"20211","TI","SB11202110034078","RURAL","S","ACADÉMICO","425126047887","CUNDINAMARCA","MIXTO","MAÑANA","NO OFICIAL","M","Tres",,,,"3 a 4","Si","Si",,"Si","71","57","58","61","57","296"
"20211","TI","SB11202110005121","RURAL","S","ACADÉMICO","466001005641","RISARALDA","MIXTO","COMPLETA","NO OFICIAL","F","Tres","Educación profesional completa","Secundaria (Bachillerato) completa","Estrato 6","3 a 4","Si","Si","Si","Si","76","69","59","62","65","323"
